,total_match_number,subject_id,agent_id,original_elo_rating,updated_elo_rating,win_draw_loss,subject_ranking,agent_ranking,pairing_index,oberserver,notes,length_of_observation,date,cage_#,winner,loser,action,1,2,3,4,sheet_name,session_number_difference,,processed_cage_num_of_winner,processed_cage_num_of_loser,cage_num_of_subject,cage_num_of_agent,experiment_type,cohort
70,36,4.4,4.1,1165.0,1170.8,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
71,36,4.1,4.4,1009.6,1003.8,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
72,37,4.4,4.1,1170.8,1176.3,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
73,37,4.1,4.4,1003.8,998.3,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
74,38,4.4,4.1,1176.3,1181.6,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
75,38,4.1,4.4,998.3,993.0,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
76,39,4.4,4.1,1181.6,1186.6,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
77,39,4.1,4.4,993.0,988.0,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
78,40,4.4,4.3,1186.6,1190.6,1,1,3,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
79,40,4.3,4.4,947.9,943.9,0,3,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
80,41,4.4,4.1,1190.6,1195.4,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
81,41,4.1,4.4,988.0,983.2,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
82,42,4.4,4.1,1195.4,1200.0,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
83,42,4.1,4.4,983.2,978.6,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
84,43,4.4,4.3,1200.0,1203.7,1,1,3,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
85,43,4.3,4.4,943.9,940.2,0,3,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
86,44,4.4,4.1,1203.7,1208.0,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
87,44,4.1,4.4,978.6,974.3,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
88,45,4.4,4.1,1208.0,1212.1,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
89,45,4.1,4.4,974.3,970.2,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
90,46,4.4,4.2,1212.1,1214.6,1,1,4,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
91,46,4.2,4.4,877.5,875.0,0,4,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
92,47,4.4,4.1,1214.6,1218.5,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
93,47,4.1,4.4,970.2,966.3,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 30 min,15 min,2022-05-06,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
94,48,4.2,4.1,875.0,887.6,1,4,2,0,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.2,4.1,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
95,48,4.1,4.2,966.3,953.7,0,2,4,1,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.2,4.1,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
96,49,4.2,4.1,887.6,899.5,1,4,2,0,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.2,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
97,49,4.1,4.2,953.7,941.8,0,2,4,1,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.2,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
98,50,4.1,4.2,941.8,950.6,1,2,4,0,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
99,50,4.2,4.1,899.5,890.7,0,4,2,1,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.1,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
100,51,4.1,4.2,950.6,958.9,1,2,4,0,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
101,51,4.2,4.1,890.7,882.4,0,4,2,1,Naeliz,"right after tube testing, no dominant",15 min,2022-05-11,4.0,4.1,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
102,52,4.4,4.1,1218.5,1222.2,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
103,52,4.1,4.4,958.9,955.2,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
104,53,4.4,4.2,1222.2,1224.7,1,1,4,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
105,53,4.2,4.4,882.4,879.9,0,4,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
106,54,4.4,4.1,1224.7,1228.2,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
107,54,4.1,4.4,955.2,951.7,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
108,55,4.4,4.1,1228.2,1231.6,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
109,55,4.1,4.4,951.7,948.3,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
110,56,4.4,4.3,1231.6,1234.7,1,1,3,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.3,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
111,56,4.3,4.4,940.2,937.1,0,3,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.3,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
112,57,4.4,4.2,1234.7,1237.0,1,1,4,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
113,57,4.2,4.4,879.9,877.6,0,4,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
114,58,4.4,4.2,1237.0,1239.2,1,1,4,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
115,58,4.2,4.4,877.6,875.4,0,4,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
116,59,4.4,4.1,1239.2,1242.4,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
117,59,4.1,4.4,948.3,945.1,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
118,60,4.4,4.3,1242.4,1245.3,1,1,3,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
119,60,4.3,4.4,937.1,934.2,0,3,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
120,61,4.4,4.1,1245.3,1248.3,1,1,2,0,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
121,61,4.1,4.4,945.1,942.1,0,2,1,1,Naeliz,reintroducing dominant in cage 4 for 15 min,15 min,2022-05-11,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
122,62,4.4,4.1,1248.3,1251.2,1,1,2,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
123,62,4.1,4.4,942.1,939.2,0,2,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,1.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
124,63,4.4,4.2,1251.2,1253.3,1,1,4,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
125,63,4.2,4.4,875.4,873.3,0,4,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
126,64,4.4,4.1,1253.3,1256.1,1,1,2,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
127,64,4.1,4.4,939.2,936.4,0,2,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
128,65,4.4,4.1,1256.1,1258.8,1,1,3,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
129,65,4.1,4.4,936.4,933.7,0,3,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
130,66,4.4,4.1,1258.8,1261.5,1,1,3,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
131,66,4.1,4.4,933.7,931.0,0,3,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
132,67,4.4,4.3,1261.5,1264.1,1,1,2,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
133,67,4.3,4.4,934.2,931.6,0,2,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
134,68,4.4,4.1,1264.1,1266.7,1,1,3,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
135,68,4.1,4.4,931.0,928.4,0,3,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
136,69,4.4,4.3,1266.7,1269.2,1,1,2,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
137,69,4.3,4.4,931.6,929.1,0,2,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
138,70,4.4,4.1,1269.2,1271.7,1,1,3,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
139,70,4.1,4.4,928.4,925.9,0,3,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
140,71,4.4,4.1,1271.7,1274.1,1,1,3,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
141,71,4.1,4.4,925.9,923.5,0,3,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
142,72,4.4,4.2,1274.1,1275.9,1,1,4,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
143,72,4.2,4.4,873.3,871.5,0,4,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
144,73,4.4,4.3,1275.9,1278.3,1,1,2,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
145,73,4.3,4.4,929.1,926.7,0,2,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
146,74,4.4,4.1,1278.3,1280.6,1,1,3,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
147,74,4.1,4.4,923.5,921.2,0,3,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.1,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
148,75,4.4,4.2,1280.6,1282.3,1,1,4,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
149,75,4.2,4.4,871.5,869.8,0,4,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,c,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
150,76,4.4,4.2,1282.3,1284.0,1,1,4,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
151,76,4.2,4.4,869.8,868.1,0,4,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
152,77,4.4,4.3,1284.0,1286.3,1,1,2,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
153,77,4.3,4.4,926.7,924.4,0,2,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.3,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
154,78,4.4,4.2,1286.3,1288.0,1,1,4,0,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
155,78,4.2,4.4,868.1,866.4,0,4,1,1,Naeliz ,"homecage observation in their regular homecage, all animals present no tube testing before. ",15 min,2022-05-13,4.0,4.4,4.2,f,,,,,CAGE4,0.0,CAGE4,4,4,4,4,home_cage_observations,pilot_1
