,rc_animal_ids,rc_date,rc_winner,rc_loser,rc_winner_no_ties,rc_loser_no_ties,rc_different_result_as_previous,rc_number_of_switches,cohort,processed_cage_number,strain,rc_averaged_winner,rc_averaged_loser,rc_winner_count,rc_loser_count,rc_tie_count,rc_all_match_count_including_ties,rc_winner_count_minus_loser_count,rc_win_to_win_plus_lost_ratio,rc_win_to_all_ratio,rc_is_win_to_win_and_loss_ratio_tie,rc_tie_to_all_ratio
47,"('4.3', '4.4')",2022-07-29,"['4.3', '4.3', '4.4', '4.3', 'tie', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.3']","['4.4', '4.4', '4.3', '4.4', 'tie', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.4']","['4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.4', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.3']","['4.4', '4.4', '4.3', '4.4', '4.4', '4.3', '4.4', '4.3', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.3', '4.3', '4.4', '4.4']","[False, True, True, False, True, True, True, False, False, True, True, False, True, True, False, True, False]",10,pilot_2,4,CD1,4.3,4.4,9,9,1,19,0,0.5,0.47368421052631576,True,0.05263157894736842
48,"('5.1', '5.2')",2022-07-28,"['5.1', '5.1', '5.1', '5.2', '5.2', '5.1', '5.1', '5.2', '5.2', '5.2', 'tie', '5.1', '5.1', '5.2', '5.1', '5.2', '5.2', 'tie', '5.2']","['5.2', '5.2', '5.2', '5.1', '5.1', '5.2', '5.2', '5.1', '5.1', '5.1', 'tie', '5.2', '5.2', '5.1', '5.2', '5.1', '5.1', 'tie', '5.1']","['5.1', '5.1', '5.1', '5.2', '5.2', '5.1', '5.1', '5.2', '5.2', '5.2', '5.1', '5.1', '5.2', '5.1', '5.2', '5.2', '5.2']","['5.2', '5.2', '5.2', '5.1', '5.1', '5.2', '5.2', '5.1', '5.1', '5.1', '5.2', '5.2', '5.1', '5.2', '5.1', '5.1', '5.1']","[False, False, True, False, True, False, True, False, False, True, False, True, True, True, False, False]",7,pilot_2,5,,5.2,5.1,9,8,2,19,1,0.5294117647058824,0.47368421052631576,True,0.10526315789473684
49,"('5.1', '5.2')",2022-07-29,"['5.1', 'tie', 'tie', '5.2', 'tie', 'tie', '5.2', '5.1', '5.2', '5.2', '5.2', '5.2', '5.2', 'tie', '5.2', '5.1', '5.2', '5.2', '5.2']","['5.2', 'tie', 'tie', '5.1', 'tie', 'tie', '5.1', '5.2', '5.1', '5.1', '5.1', '5.1', '5.1', 'tie', '5.1', '5.2', '5.1', '5.1', '5.1']","['5.1', '5.2', '5.2', '5.1', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.1', '5.2', '5.2', '5.2']","['5.2', '5.1', '5.1', '5.2', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.2', '5.1', '5.1', '5.1']","[True, False, True, True, False, False, False, False, False, True, True, False, False]",5,pilot_2,5,,5.2,5.1,11,3,5,19,8,0.7857142857142857,0.5789473684210527,False,0.2631578947368421
50,"('5.1', '5.3')",2022-07-28,"['5.1', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', 'tie', 'tie', '5.1', '5.1', 'tie', '5.1', '5.1', '5.1', 'tie']","['5.3', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', 'tie', 'tie', '5.3', '5.3', 'tie', '5.3', '5.3', '5.3', 'tie']","['5.1', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.3', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","[True, True, False, False, False, False, False, False, False, False, False, False, False, False]",2,pilot_2,5,,5.1,5.3,14,1,4,19,13,0.9333333333333333,0.7368421052631579,False,0.21052631578947367
51,"('5.1', '5.3')",2022-07-29,"['5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.3', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.1', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.3', '5.3', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1', '5.1']","['5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.1', '5.1', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","[True, False, False, False, False, False, True, False, True, False, False, False, False, False, False, False, False, False]",3,pilot_2,5,,5.1,5.3,16,3,0,19,13,0.8421052631578947,0.8421052631578947,False,0.0
52,"('5.1', '5.4')",2022-07-28,"['5.4', '5.4', '5.4', '5.1', '5.4', '5.4', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.4', '5.4', '5.1']","['5.1', '5.1', '5.1', '5.4', '5.1', '5.1', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.1', '5.1', '5.4']","['5.4', '5.4', '5.4', '5.1', '5.4', '5.4', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.4', '5.4', '5.1']","['5.1', '5.1', '5.1', '5.4', '5.1', '5.1', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.4', '5.4', '5.1', '5.1', '5.1', '5.1', '5.4']","[False, False, True, True, False, False, False, True, False, True, False, True, False, True, False, False, False, True]",7,pilot_2,5,,5.4,5.1,13,6,0,19,7,0.6842105263157895,0.6842105263157895,False,0.0
53,"('5.1', '5.4')",2022-07-29,"['5.1', '5.1', 'tie', '5.1', '5.1', '5.4', '5.4', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.1', '5.1', '5.4', '5.4']","['5.4', '5.4', 'tie', '5.4', '5.4', '5.1', '5.1', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.4', '5.4', '5.1', '5.1']","['5.1', '5.1', '5.1', '5.1', '5.4', '5.4', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.1', '5.1', '5.4', '5.4']","['5.4', '5.4', '5.4', '5.4', '5.1', '5.1', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.1', '5.4', '5.4', '5.4', '5.1', '5.1']","[False, False, False, True, False, False, True, True, True, True, True, True, True, False, False, True, False]",9,pilot_2,5,,5.1,5.4,10,8,1,19,2,0.5555555555555556,0.5263157894736842,True,0.05263157894736842
54,"('5.2', '5.3')",2022-07-28,"['5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.1', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.2', '5.2', '5.2', '5.2', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.2', '5.2', '5.2', '5.2', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.2', '5.3', '5.3', '5.3', '5.3', '5.3']","[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False]",1,pilot_2,5,,5.2,5.3,13,5,0,19,8,0.7222222222222222,0.6842105263157895,False,0.0
55,"('5.2', '5.3')",2022-07-29,"['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', 'tie', '5.2', 'tie', 'tie', 'tie', '5.2', '5.2', 'tie', '5.2', '5.2']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', 'tie', '5.3', 'tie', 'tie', 'tie', '5.3', '5.3', 'tie', '5.3', '5.3']","['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3']","[False, False, False, False, False, False, False, False, False, False, False, False, False]",0,pilot_2,5,,5.2,5.3,14,0,5,19,14,1.0,0.7368421052631579,False,0.2631578947368421
56,"('5.2', '5.4')",2022-07-28,"['5.2', 'tie', '5.4', 'tie', 'tie', 'tie', '5.2', 'tie', '5.2', '5.2', '5.2', '5.4', '5.2', '5.4', '5.4', 'tie', '5.2', 'tie', '5.2']","['5.4', 'tie', '5.2', 'tie', 'tie', 'tie', '5.4', 'tie', '5.4', '5.4', '5.4', '5.2', '5.4', '5.2', '5.2', 'tie', '5.4', 'tie', '5.4']","['5.2', '5.4', '5.2', '5.2', '5.2', '5.2', '5.4', '5.2', '5.4', '5.4', '5.2', '5.2']","['5.4', '5.2', '5.4', '5.4', '5.4', '5.4', '5.2', '5.4', '5.2', '5.2', '5.4', '5.4']","[True, True, False, False, False, True, True, True, False, True, False]",6,pilot_2,5,,5.2,5.4,8,4,7,19,4,0.6666666666666666,0.42105263157894735,False,0.3684210526315789
57,"('5.2', '5.4')",2022-07-29,"['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.4', '5.2', '5.4', '5.4', '5.4', '5.2', '5.4', '5.4']","['5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.2', '5.4', '5.2', '5.2', '5.2', '5.4', '5.2', '5.2']","['5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.2', '5.4', '5.2', '5.4', '5.4', '5.4', '5.2', '5.4', '5.4']","['5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.2', '5.4', '5.2', '5.2', '5.2', '5.4', '5.2', '5.2']","[False, False, False, False, False, False, False, False, False, False, True, True, True, False, False, True, True, False]",5,pilot_2,5,,5.2,5.4,13,6,0,19,7,0.6842105263157895,0.6842105263157895,False,0.0
58,"('5.3', '5.4')",2022-07-28,"['5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.3', '5.3', '5.3', '5.3', '5.4', '5.3', '5.3']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.4', '5.4', '5.4', '5.4', '5.3', '5.4', '5.4']","['5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.4', '5.3', '5.3', '5.3', '5.3', '5.4', '5.3', '5.3']","['5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.3', '5.4', '5.4', '5.4', '5.4', '5.3', '5.4', '5.4']","[False, False, False, False, False, False, False, False, False, False, False, True, False, False, False, True, True, False]",3,pilot_2,5,,5.4,5.3,13,6,0,19,7,0.6842105263157895,0.6842105263157895,False,0.0
59,"('5.3', '5.4')",2022-07-29,"['5.3', '5.3', '5.4', '5.4', 'tie', '5.4', '5.4', '5.3', '5.4', 'tie', 'tie', 'tie', '5.4', 'tie', 'tie', 'tie', 'tie', '5.3', '5.4']","['5.4', '5.4', '5.3', '5.3', 'tie', '5.3', '5.3', '5.4', '5.3', 'tie', 'tie', 'tie', '5.3', 'tie', 'tie', 'tie', 'tie', '5.4', '5.3']","['5.3', '5.3', '5.4', '5.4', '5.4', '5.4', '5.3', '5.4', '5.4', '5.3', '5.4']","['5.4', '5.4', '5.3', '5.3', '5.3', '5.3', '5.4', '5.3', '5.3', '5.4', '5.3']","[False, True, False, False, False, True, True, False, True, True]",5,pilot_2,5,,5.4,5.3,7,4,8,19,3,0.6363636363636364,0.3684210526315789,False,0.42105263157894735
60,"('6.1', '6.2')",2022-07-28,"['6.1', '6.1', 'tie', '6.1', '6.2', '6.1', '6.1', '6.1', '6.2', '6.2', '6.1', '6.1', '6.2', '6.2', '6.2', '6.2', '6.1', '6.2', '6.1']","['6.2', '6.2', 'tie', '6.2', '6.1', '6.2', '6.2', '6.2', '6.1', '6.1', '6.2', '6.2', '6.1', '6.1', '6.1', '6.1', '6.2', '6.1', '6.2']","['6.1', '6.1', '6.1', '6.2', '6.1', '6.1', '6.1', '6.2', '6.2', '6.1', '6.1', '6.2', '6.2', '6.2', '6.2', '6.1', '6.2', '6.1']","['6.2', '6.2', '6.2', '6.1', '6.2', '6.2', '6.2', '6.1', '6.1', '6.2', '6.2', '6.1', '6.1', '6.1', '6.1', '6.2', '6.1', '6.2']","[False, False, True, True, False, False, True, False, True, False, True, False, False, False, True, True, True]",8,pilot_2,6,,6.1,6.2,10,8,1,19,2,0.5555555555555556,0.5263157894736842,True,0.05263157894736842
61,"('6.1', '6.2')",2022-07-29,"['6.1', '6.1', '6.2', '6.1', '6.1', '6.2', '6.1', '6.2', '6.2', '6.1', '6.2', '6.1', 'tie', '6.2', '6.2', '6.2', '6.2', '6.1', '6.1']","['6.2', '6.2', '6.1', '6.2', '6.2', '6.1', '6.2', '6.1', '6.1', '6.2', '6.1', '6.2', 'tie', '6.1', '6.1', '6.1', '6.1', '6.2', '6.2']","['6.1', '6.1', '6.2', '6.1', '6.1', '6.2', '6.1', '6.2', '6.2', '6.1', '6.2', '6.1', '6.2', '6.2', '6.2', '6.2', '6.1', '6.1']","['6.2', '6.2', '6.1', '6.2', '6.2', '6.1', '6.2', '6.1', '6.1', '6.2', '6.1', '6.2', '6.1', '6.1', '6.1', '6.1', '6.2', '6.2']","[False, True, True, False, True, True, True, False, True, True, True, True, False, False, False, True, False]",10,pilot_2,6,,6.1,6.2,9,9,1,19,0,0.5,0.47368421052631576,True,0.05263157894736842
62,"('6.1', '6.3')",2022-07-28,"['tie', '6.1', '6.1', '6.1', '6.3', '6.3', '6.1', '6.1', '6.3', '6.1', '6.3', '6.1', '6.1', '6.3', '6.1', '6.3', '6.3', '6.3', 'tie']","['tie', '6.3', '6.3', '6.3', '6.1', '6.1', '6.3', '6.3', '6.1', '6.3', '6.1', '6.3', '6.3', '6.1', '6.3', '6.1', '6.1', '6.1', 'tie']","['6.1', '6.1', '6.1', '6.3', '6.3', '6.1', '6.1', '6.3', '6.1', '6.3', '6.1', '6.1', '6.3', '6.1', '6.3', '6.3', '6.3']","['6.3', '6.3', '6.3', '6.1', '6.1', '6.3', '6.3', '6.1', '6.3', '6.1', '6.3', '6.3', '6.1', '6.3', '6.1', '6.1', '6.1']","[False, False, True, False, True, False, True, True, True, True, False, True, True, True, False, False]",9,pilot_2,6,,6.1,6.3,9,8,2,19,1,0.5294117647058824,0.47368421052631576,True,0.10526315789473684
63,"('6.1', '6.3')",2022-07-29,"['6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.3', '6.1', '6.1', '6.1', '6.3', '6.1', '6.1', 'tie', '6.1']","['6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.1', '6.3', '6.3', '6.3', '6.1', '6.3', '6.3', 'tie', '6.3']","['6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.3', '6.1', '6.1', '6.1', '6.3', '6.1', '6.1', '6.1']","['6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.1', '6.3', '6.3', '6.3', '6.1', '6.3', '6.3', '6.3']","[False, False, False, False, False, False, False, False, False, True, True, False, False, True, True, False, False]",4,pilot_2,6,,6.1,6.3,16,2,1,19,14,0.8888888888888888,0.8421052631578947,False,0.05263157894736842
64,"('6.1', '6.4')",2022-07-28,"['6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1']","['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1']","['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0,pilot_2,6,,6.1,6.4,19,0,0,19,19,1.0,1.0,False,0.0
65,"('6.1', '6.4')",2022-07-29,"['6.1', '6.1', '6.1', '6.4', 'tie', '6.1', '6.1', '6.1', '6.1', '6.4', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1']","['6.4', '6.4', '6.4', '6.1', 'tie', '6.4', '6.4', '6.4', '6.4', '6.1', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.1', '6.1', '6.1', '6.4', '6.1', '6.1', '6.1', '6.1', '6.4', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1', '6.1']","['6.4', '6.4', '6.4', '6.1', '6.4', '6.4', '6.4', '6.4', '6.1', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","[False, False, True, True, False, False, False, True, True, False, False, False, False, False, False, False, False]",4,pilot_2,6,,6.1,6.4,16,2,1,19,14,0.8888888888888888,0.8421052631578947,False,0.05263157894736842
66,"('6.2', '6.3')",2022-07-28,"['6.2', '6.3', 'tie', '6.3', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', 'tie', '6.3', '6.3', '6.3', 'tie', 'tie', '6.3', '6.3']","['6.3', '6.2', 'tie', '6.2', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', 'tie', '6.2', '6.2', '6.2', 'tie', 'tie', '6.2', '6.2']","['6.2', '6.3', '6.3', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.3', '6.3', '6.3', '6.3', '6.3']","['6.3', '6.2', '6.2', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.2', '6.2', '6.2', '6.2', '6.2']","[True, False, True, False, False, False, False, False, False, True, False, False, False, False]",3,pilot_2,6,,6.2,6.3,8,7,4,19,1,0.5333333333333333,0.42105263157894735,True,0.21052631578947367
67,"('6.2', '6.3')",2022-07-29,"['6.2', '6.3', '6.3', '6.3', '6.2', '6.3', '6.3', '6.2', '6.3', '6.2', '6.2', '6.3', '6.2', '6.2', '6.2', '6.3', '6.3', '6.3', '6.3']","['6.3', '6.2', '6.2', '6.2', '6.3', '6.2', '6.2', '6.3', '6.2', '6.3', '6.3', '6.2', '6.3', '6.3', '6.3', '6.2', '6.2', '6.2', '6.2']","['6.2', '6.3', '6.3', '6.3', '6.2', '6.3', '6.3', '6.2', '6.3', '6.2', '6.2', '6.3', '6.2', '6.2', '6.2', '6.3', '6.3', '6.3', '6.3']","['6.3', '6.2', '6.2', '6.2', '6.3', '6.2', '6.2', '6.3', '6.2', '6.3', '6.3', '6.2', '6.3', '6.3', '6.3', '6.2', '6.2', '6.2', '6.2']","[True, False, False, True, True, False, True, True, True, False, True, True, False, False, True, False, False, False]",9,pilot_2,6,,6.3,6.2,11,8,0,19,3,0.5789473684210527,0.5789473684210527,True,0.0
68,"('6.2', '6.4')",2022-07-28,"['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', 'tie', '6.2', 'tie', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', 'tie', '6.4', '6.4']","['6.2', '6.2', '6.2', '6.2', '6.2', '6.2', 'tie', '6.4', 'tie', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', 'tie', '6.2', '6.2']","['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.2', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.4', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","[False, False, False, False, False, True, True, False, False, False, False, False, False, False, False]",2,pilot_2,6,,6.4,6.2,15,1,3,19,14,0.9375,0.7894736842105263,False,0.15789473684210525
69,"('6.2', '6.4')",2022-07-29,"['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","['6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4']","['6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2', '6.2']","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]",0,pilot_2,6,,6.4,6.2,19,0,0,19,19,1.0,1.0,False,0.0
70,"('6.3', '6.4')",2022-07-28,"['6.3', '6.4', '6.4', '6.3', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.4', '6.4', '6.4', '6.3', '6.4', '6.3', '6.4']","['6.4', '6.3', '6.3', '6.4', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.3', '6.3', '6.3', '6.4', '6.3', '6.4', '6.3']","['6.3', '6.4', '6.4', '6.3', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.3', '6.3', '6.4', '6.4', '6.4', '6.3', '6.4', '6.3', '6.4']","['6.4', '6.3', '6.3', '6.4', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.4', '6.4', '6.3', '6.3', '6.3', '6.4', '6.3', '6.4', '6.3']","[True, False, True, False, True, True, False, False, False, False, False, True, False, False, True, True, True, True]",9,pilot_2,6,,6.3,6.4,11,8,0,19,3,0.5789473684210527,0.5789473684210527,True,0.0
71,"('6.3', '6.4')",2022-07-29,"['6.4', 'tie', '6.3', '6.3', 'tie', 'tie', '6.3', '6.3', '6.4', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.3', '6.4', 'tie', '6.3']","['6.3', 'tie', '6.4', '6.4', 'tie', 'tie', '6.4', '6.4', '6.3', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.4', '6.3', 'tie', '6.4']","['6.4', '6.3', '6.3', '6.3', '6.3', '6.4', '6.3', '6.4', '6.3', '6.3', '6.3', '6.3', '6.3', '6.4', '6.3']","['6.3', '6.4', '6.4', '6.4', '6.4', '6.3', '6.4', '6.3', '6.4', '6.4', '6.4', '6.4', '6.4', '6.3', '6.4']","[True, False, False, False, True, True, True, True, False, False, False, False, True, True]",7,pilot_2,6,,6.3,6.4,11,4,4,19,7,0.7333333333333333,0.5789473684210527,False,0.21052631578947367
