,rc_animal_ids,rc_winner,rc_loser,rc_average_number_of_switches,rc_winner_no_ties,rc_loser_no_ties,rc_averaged_winner,rc_averaged_loser,rc_winner_count,rc_loser_count,rc_tie_count,rc_all_match_count_including_ties,rc_winner_count_minus_loser_count,rc_win_to_win_plus_lost_ratio,rc_win_to_all_ratio,rc_is_win_to_win_and_loss_ratio_tie,rc_tie_to_all_ratio,processed_cage_number,cohort
11,"('2.3', '2.4')","['2.3', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', 'tie', '2.4', '2.4', '2.4', '2.3', '2.4', '2.4']","['2.4', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', 'tie', '2.3', '2.3', '2.3', '2.4', '2.3', '2.3']",5.0,"['2.3', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.4', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.4']","['2.4', '2.3', '2.3', '2.4', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.4', '2.3', '2.3', '2.4', '2.4', '2.4', '2.4', '2.4', '2.3', '2.4', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.3', '2.4', '2.3', '2.3']",2.4,2.3,22,15,1,38,7,0.5945945945945946,0.5789473684210527,True,0.02631578947368421,2,pilot_2
12,"('3.1', '3.2')","['3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', 'tie', '3.1', '3.2', '3.1', 'tie', 'tie', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1']","['3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', 'tie', '3.2', '3.1', '3.2', 'tie', 'tie', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']",3.0,"['3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.2', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1']","['3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.2', '3.2', '3.1', '3.1', '3.1', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.1', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']",3.1,3.2,27,8,3,38,19,0.7714285714285715,0.7105263157894737,False,0.07894736842105263,3,pilot_2
13,"('3.1', '3.3')","['3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', 'tie', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', 'tie', '3.1', '3.1', 'tie', '3.1', 'tie', 'tie', '3.1', '3.3', '3.1', '3.3', '3.1', 'tie', 'tie', '3.1', '3.1']","['3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', 'tie', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', 'tie', '3.3', '3.3', 'tie', '3.3', 'tie', 'tie', '3.3', '3.1', '3.3', '3.1', '3.3', 'tie', 'tie', '3.3', '3.3']",4.5,"['3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.3', '3.1', '3.3', '3.1', '3.1', '3.1']","['3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.1', '3.3', '3.1', '3.3', '3.3', '3.3']",3.1,3.3,26,5,7,38,21,0.8387096774193549,0.6842105263157895,False,0.18421052631578946,3,pilot_2
14,"('3.1', '3.4')","['3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', 'tie', '3.4', '3.1', '3.1', '3.1', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', 'tie', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', 'tie', '3.1', '3.4', 'tie', '3.4']","['3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', 'tie', '3.1', '3.4', '3.4', '3.4', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', 'tie', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', 'tie', '3.4', '3.1', 'tie', '3.1']",5.0,"['3.1', '3.1', '3.4', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4']","['3.4', '3.4', '3.1', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.1', '3.4', '3.4', '3.4', '3.4', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.1', '3.4', '3.1', '3.1']",3.1,3.4,17,17,4,38,0,0.5,0.4473684210526316,True,0.10526315789473684,3,pilot_2
15,"('3.2', '3.3')","['3.2', '3.2', '3.2', '3.2', '3.2', 'tie', '3.3', '3.3', 'tie', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3']","['3.3', '3.3', '3.3', '3.3', '3.3', 'tie', '3.2', '3.2', 'tie', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']",5.0,"['3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.3', '3.3', '3.2', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3']","['3.3', '3.3', '3.3', '3.3', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.3', '3.2', '3.2', '3.3', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2']",3.3,3.2,26,10,2,38,16,0.7222222222222222,0.6842105263157895,False,0.05263157894736842,3,pilot_2
16,"('3.2', '3.4')","['3.2', '3.2', '3.2', '3.2', '3.2', '3.2', 'tie', '3.4', 'tie', '3.2', 'tie', '3.4', 'tie', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.4', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.4', 'tie', '3.4', '3.4', '3.4', '3.4']","['3.4', '3.4', '3.4', '3.4', '3.4', '3.4', 'tie', '3.2', 'tie', '3.4', 'tie', '3.2', 'tie', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.2', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.2', 'tie', '3.2', '3.2', '3.2', '3.2']",4.5,"['3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.4', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.4', '3.4']","['3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.2', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.2', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2', '3.2', '3.4', '3.4', '3.4', '3.2', '3.2', '3.2', '3.2', '3.2']",3.4,3.2,21,12,5,38,9,0.6363636363636364,0.5526315789473685,False,0.13157894736842105,3,pilot_2
17,"('3.3', '3.4')","['3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', 'tie', '3.3', '3.4', '3.3', '3.4', '3.4', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', 'tie', '3.4', '3.4', '3.4', '3.4', 'tie', '3.3']","['3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', 'tie', '3.4', '3.3', '3.4', '3.3', '3.3', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', 'tie', '3.3', '3.3', '3.3', '3.3', 'tie', '3.4']",9.5,"['3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.4', '3.4', '3.3', '3.3', '3.4', '3.3', '3.4', '3.4', '3.4', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.4', '3.3']","['3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.4', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.3', '3.3', '3.4', '3.4', '3.3', '3.4', '3.3', '3.3', '3.3', '3.3', '3.3', '3.3', '3.4', '3.4', '3.4', '3.3', '3.3', '3.3', '3.3', '3.4']",3.4,3.3,20,15,3,38,5,0.5714285714285714,0.5263157894736842,True,0.07894736842105263,3,pilot_2
18,"('4.1', '4.2')","['4.1', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', 'tie', 'tie', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.1', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.2', '4.2', '4.1', '4.2']","['4.2', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', 'tie', 'tie', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.2', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.1', '4.1', '4.2', '4.1']",7.5,"['4.1', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.1', '4.1', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.1', '4.2', '4.2', '4.2', '4.2', '4.1', '4.1', '4.2', '4.2', '4.1', '4.2']","['4.2', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.2', '4.2', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.2', '4.1', '4.1', '4.1', '4.1', '4.2', '4.2', '4.1', '4.1', '4.2', '4.1']",4.2,4.1,26,10,2,38,16,0.7222222222222222,0.6842105263157895,False,0.05263157894736842,4,pilot_2
19,"('4.1', '4.3')","['tie', '4.3', '4.1', 'tie', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.3', '4.1', '4.3', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.1', '4.3', 'tie', '4.1', '4.3', '4.1']","['tie', '4.1', '4.3', 'tie', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.1', '4.3', '4.1', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.3', '4.1', 'tie', '4.3', '4.1', '4.3']",7.0,"['4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.1', '4.3', '4.3', '4.1', '4.3', '4.3', '4.1', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.1', '4.1', '4.3', '4.1', '4.3', '4.1']","['4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.3', '4.1', '4.1', '4.3', '4.1', '4.1', '4.3', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.3', '4.3', '4.1', '4.3', '4.1', '4.3']",4.3,4.1,26,9,3,38,17,0.7428571428571429,0.6842105263157895,False,0.07894736842105263,4,pilot_2
20,"('4.1', '4.4')","['4.4', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.4', 'tie', '4.4', '4.1', 'tie', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1']","['4.1', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.1', 'tie', '4.1', '4.4', 'tie', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4']",6.0,"['4.4', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.1', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.1', '4.4', '4.4', '4.1', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1']","['4.1', '4.4', '4.1', '4.1', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.4', '4.1', '4.4', '4.4', '4.1', '4.1', '4.1', '4.4', '4.1', '4.1', '4.4', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.1', '4.4']",4.4,4.1,21,15,2,38,6,0.5833333333333334,0.5526315789473685,True,0.05263157894736842,4,pilot_2
21,"('4.2', '4.3')","['4.3', '4.3', '4.3', 'tie', 'tie', '4.3', '4.2', '4.2', '4.2', '4.2', 'tie', '4.2', '4.2', '4.2', '4.3', 'tie', '4.2', '4.2', '4.2', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.2', '4.2', '4.3', 'tie', '4.2', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2']","['4.2', '4.2', '4.2', 'tie', 'tie', '4.2', '4.3', '4.3', '4.3', '4.3', 'tie', '4.3', '4.3', '4.3', '4.2', 'tie', '4.3', '4.3', '4.3', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.3', '4.3', '4.2', 'tie', '4.3', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3']",6.0,"['4.3', '4.3', '4.3', '4.3', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.3', '4.2', '4.2', '4.2', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.2', '4.2', '4.3', '4.2', '4.3', '4.3', '4.3', '4.2', '4.3', '4.2', '4.3', '4.2']","['4.2', '4.2', '4.2', '4.2', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.3', '4.2', '4.3', '4.3', '4.3', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.3', '4.3', '4.2', '4.3', '4.2', '4.2', '4.2', '4.3', '4.2', '4.3', '4.2', '4.3']",4.3,4.2,17,16,5,38,1,0.5151515151515151,0.4473684210526316,True,0.13157894736842105,4,pilot_2
22,"('4.2', '4.4')","['4.2', '4.2', '4.2', '4.2', '4.2', 'tie', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', 'tie', '4.4', '4.4', '4.4', '4.4', '4.2', '4.2', '4.4', '4.2', '4.2', '4.4', '4.4', '4.4', 'tie', 'tie', '4.2', '4.4', '4.4', '4.4', '4.2', '4.4', 'tie', 'tie', '4.4', '4.2']","['4.4', '4.4', '4.4', '4.4', '4.4', 'tie', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', 'tie', '4.2', '4.2', '4.2', '4.2', '4.4', '4.4', '4.2', '4.4', '4.4', '4.2', '4.2', '4.2', 'tie', 'tie', '4.4', '4.2', '4.2', '4.2', '4.4', '4.2', 'tie', 'tie', '4.2', '4.4']",5.0,"['4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.2', '4.4', '4.2', '4.2', '4.4', '4.4', '4.4', '4.2', '4.4', '4.4', '4.4', '4.2', '4.4', '4.4', '4.2']","['4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.4', '4.2', '4.2', '4.2', '4.2', '4.2', '4.4', '4.4', '4.2', '4.4', '4.4', '4.2', '4.2', '4.2', '4.4', '4.2', '4.2', '4.2', '4.4', '4.2', '4.2', '4.4']",4.2,4.4,18,14,6,38,4,0.5625,0.47368421052631576,True,0.15789473684210525,4,pilot_2
